SKU,ModelFamily,color,MemorySize,Ext_Color,Ext_memorySize,Brand,SourceChannel,FunctionalStatus
APL IP7 SLV 32 BLM BBTI CST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,UNTESTED
APL IP7 SLV 32 BLM BBTI CSTK+,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,TESTED
APL IP7 SLV 32 BLM BBTI DST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,UNTESTED
APL IP7 SLV 32 OTH BBTI B2S,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,UNTESTED
APL IP7 SLV 32 OTH BBTI BST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,UNTESTED
APL IP7 SLV 32 OTH BBTI CST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,UNTESTED
APL IP7 SLV 32 OTH BBTI DST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,UNTESTED
APL IP7 SLV 32 OTH BBTI EST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,UNTESTED
APL IP7 SLV 32 OTH BBTI LCK,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,REVIEW
APL IP7 SLV 32 RGW BBTI B2S,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,UNTESTED
APL IP7 SLV 32 RGW BBTI BST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,UNTESTED
APL IP7 SLV 32 RGW BBTI CST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,UNTESTED
APL IP7 SLV 32 RGW BBTI CSTK+,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,TESTED
APL IP7 SLV 32 RGW BBTI CSTKRC,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,REVIEW
APL IP7 SLV 32 RGW BBTI DST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,UNTESTED
APL IP7 SLV 32 RGW BBTI EST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,UNTESTED
APL IP7 SLV 32 TEL BBTI CST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,UNTESTED
APL IP7 SLV 32 TEL BBTI DST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,BBTI,UNTESTED
APL IP7 SLV 32G A1660 AST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G A1660 ASTK-P,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,TESTED
APL IP7 SLV 32G A1660 ASTKRC,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7 SLV 32G A1660 B2ST-P,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,TESTED
APL IP7 SLV 32G A1660 B2STK,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G A1660 BST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G A1660 BSTK-P,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,TESTED
APL IP7 SLV 32G A1660 BSTKRC,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7 SLV 32G A1660 CST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G A1660 CSTK-P,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,TESTED
APL IP7 SLV 32G A1660 CSTKRC,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7 SLV 32G A1660 DST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G A1660 EST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G A1778 AST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G A1778 ASTK-P,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,TESTED
APL IP7 SLV 32G A1778 B2ST-P,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,TESTED
APL IP7 SLV 32G A1778 B2STK,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G A1778 BST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G A1778 BSTK-P,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,TESTED
APL IP7 SLV 32G A1778 BSTKRC,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7 SLV 32G A1778 CST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G A1778 CSTK-P,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,TESTED
APL IP7 SLV 32G A1778 CSTKRC,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7 SLV 32G A1778 DST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G A1778 EST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G LOCKED AST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G LOCKED B2S,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G LOCKED BST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G LOCKED CST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G LOCKED DST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7 SLV 32G LOCKED EST,732GB ,SILVER,32GB      ,SILVER,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 128 BLM BBTI B2S,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 128 BLM BBTI BST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 128 BLM BBTI CST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 128 BLM BBTI DST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 128 BLM BBTI EST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 128 OTH BBTI CST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 128 OTH BBTI DST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 128 OTH BBTI EST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 128 RGW BBTI BST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 128 RGW BBTI CST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 128 RGW BBTI DST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 128 RGW BBTI EST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 128 TEL BBTI CST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 128 TEL BBTI EST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 128G A1661 AST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 128G A1661 B2STK,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 128G A1661 BST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 128G A1661 BSTKRC,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,REVIEW
APL IP7P BLK 128G A1661 CST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 128G A1661 CSTKRC,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,REVIEW
APL IP7P BLK 128G A1661 DST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 128G A1661 EST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 128G A1784 AST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 128G A1784 B2STK,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 128G A1784 BST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 128G A1784 BSTKRC,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,REVIEW
APL IP7P BLK 128G A1784 CSTKRC,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,REVIEW
APL IP7P BLK 128G A1784 CSTOCK,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 128G A1784 DST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 128G A1784 EST,7P128G,BLACK ,128GB     ,BLACK ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 256 BLM BBTI CST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 256 BLM BBTI DST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 256 OTH BBTI CST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 256 RGW BBTI CST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 256 RGW BBTI DST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 256G A1661 AST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 256G A1661 B2STK,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 256G A1661 BST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 256G A1661 CST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 256G A1661 CSTKRC,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,APPLE BBTI,REVIEW
APL IP7P BLK 256G A1661 DST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 256G A1661 EST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 256G A1784 AST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 256G A1784 B2STK,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 256G A1784 BST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 256G A1784 CST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 256G A1784 CSTKRC,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,APPLE BBTI,REVIEW
APL IP7P BLK 256G A1784 DST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 256G A1784 EST,7P256G,BLACK ,256GB     ,BLACK ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32 BLM BBTI BST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 BLM BBTI CST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 BLM BBTI DST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 BLM BBTI EST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 OTH BBTI B2S,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 OTH BBTI BST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 OTH BBTI CST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 OTH BBTI DST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 OTH BBTI EST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 OTH BBTI LCK,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,REVIEW
APL IP7P BLK 32 RGW BBTI B2S,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 RGW BBTI BST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 RGW BBTI CST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 RGW BBTI CSTK+,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,TESTED
APL IP7P BLK 32 RGW BBTI DST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 RGW BBTI EST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 TEL BBTI CST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 TEL BBTI DST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32 TEL BBTI EST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,BBTI,UNTESTED
APL IP7P BLK 32G A1661 AST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G A1661 B2STK,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G A1661 BST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G A1661 CST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G A1661 CSTKRC,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7P BLK 32G A1661 DST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G A1661 EST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G A1784 AST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G A1784 ASTKRC,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7P BLK 32G A1784 B2STK,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G A1784 BST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G A1784 BSTKRC,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7P BLK 32G A1784 CST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G A1784 CSTKRC,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7P BLK 32G A1784 DST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G A1784 EST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G LOCKED AST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G LOCKED B2S,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G LOCKED BST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G LOCKED CST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G LOCKED DST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P BLK 32G LOCKED EST,7P32GB,BLACK ,32GB      ,BLACK ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 128 BLM BBTI B2S,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 128 BLM BBTI CST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 128 BLM BBTI DST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 128 OTH BBTI CST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 128 OTH BBTI DST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 128 OTH BBTI EST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 128 RGW BBTI B2S,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 128 RGW BBTI BST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 128 RGW BBTI CST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 128 RGW BBTI DST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 128 RGW BBTI EST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 128 TEL BBTI CST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 128 TEL BBTI DST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 128G A1661 AST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 128G A1661 B2STK,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 128G A1661 BST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 128G A1661 CST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 128G A1661 CSTKRC,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,REVIEW
APL IP7P GLD 128G A1661 DST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 128G A1661 EST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 128G A1784 AST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 128G A1784 B2STK,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 128G A1784 BST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 128G A1784 BSTKRC,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,REVIEW
APL IP7P GLD 128G A1784 CST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 128G A1784 CSTKRC,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,REVIEW
APL IP7P GLD 128G A1784 DST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 128G A1784 EST,7P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 256 BLM BBTI CST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 256 OTH BBTI CST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 256 RGW BBTI CST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 256 RGW BBTI DST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 256 RGW BBTI EST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 256G A1661 AST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 256G A1661 B2STK,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 256G A1661 BST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 256G A1661 CST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 256G A1661 CSTKRC,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,REVIEW
APL IP7P GLD 256G A1661 DST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 256G A1661 EST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 256G A1784 AST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 256G A1784 B2STK,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 256G A1784 BST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 256G A1784 CST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 256G A1784 CSTKRC,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,REVIEW
APL IP7P GLD 256G A1784 DST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 256G A1784 EST,7P256G,GOLD  ,256GB     ,GOLD  ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32 BLM BBTI AST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 32 BLM BBTI CST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 32 BLM BBTI DST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 32 BLM BBTI EST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 32 OTH BBTI CST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 32 OTH BBTI DST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 32 OTH BBTI EST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 32 RGW BBTI B2S,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 32 RGW BBTI BST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 32 RGW BBTI CST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 32 RGW BBTI CSTK+,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,TESTED
APL IP7P GLD 32 RGW BBTI DST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 32 RGW BBTI EST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,UNTESTED
APL IP7P GLD 32 RGW BBTI LCK,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,REVIEW
APL IP7P GLD 32 TEL BBTI LCK,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,BBTI,REVIEW
APL IP7P GLD 32G A1661 AST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G A1661 B2STK,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G A1661 BST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G A1661 BSTKRC,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,REVIEW
