SKU,ModelFamily,color,MemorySize,Ext_Color,Ext_memorySize,Brand,SourceChannel,FunctionalStatus
APL IP7P GLD 32G A1661 CST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G A1661 CSTKRC,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7P GLD 32G A1661 DST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G A1661 EST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G A1784 AST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G A1784 B2STK,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G A1784 BST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G A1784 BSTKRC,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7P GLD 32G A1784 CST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G A1784 CSTKRC,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7P GLD 32G A1784 DST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G A1784 EST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G LOCKED AST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G LOCKED B2S,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G LOCKED BST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G LOCKED CST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G LOCKED DST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P GLD 32G LOCKED EST,7P32GB,GOLD  ,32GB      ,GOLD  ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 128G A1661 AST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 128G A1661 BST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 128G A1661 CST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 128G A1661 DST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 128G A1661 EST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 128G A1784 AST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 128G A1784 B2STK,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 128G A1784 BST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 128G A1784 CST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 128G A1784 DST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 128G A1784 EST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 256G A1661 AST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 256G A1661 BST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 256G A1661 CST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 256G A1661 DST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 256G A1661 EST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 256G A1784 AST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 256G A1784 B2STK,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 256G A1784 BST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 256G A1784 CST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 256G A1784 DST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 256G A1784 EST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 32G A1661 AST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 32G A1661 BST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 32G A1661 CST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 32G A1661 CSTKRC,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7P JBLK 32G A1661 DST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 32G A1661 EST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 32G A1784 BST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 32G A1784 CST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 32G A1784 CSTKRC,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7P JBLK 32G A1784 DST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JBLK 32G A1784 EST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P JTBLK 32 BLM BBTI CST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK 32 BLM BBTI DST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK 32 BLM BBTI EST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK 32 OTH BBTI CST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK 32 OTH BBTI DST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK 32 RGW BBTI CST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK 32 RGW BBTI DST,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK 32 RGW BBTI LCK,7P32GB,JETBLK,32GB      ,JETBLK,32GB,APPLE,BBTI,REVIEW
APL IP7P JTBLK128 BLM BBTI CST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK128 BLM BBTI DST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK128 BLM BBTI EST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK128 OTH BBTI CST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK128 OTH BBTI DST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK128 RGW BBTI CST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK128 RGW BBTI DST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK128 RGW BBTI EST,7P128G,JETBLK,128GB     ,JETBLK,128GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK256 BLM BBTI CST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK256 OTH BBTI CST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK256 OTH BBTI DST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK256 RGW BBTI CST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,BBTI,UNTESTED
APL IP7P JTBLK256 RGW BBTI DST,7P256G,JETBLK,256GB     ,JETBLK,256GB,APPLE,BBTI,UNTESTED
APL IP7P RED 128 BLM BBTI BST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,BBTI,UNTESTED
APL IP7P RED 128 BLM BBTI CST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,BBTI,UNTESTED
APL IP7P RED 128 OTH BBTI CST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,BBTI,UNTESTED
APL IP7P RED 128 OTH BBTI DST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,BBTI,UNTESTED
APL IP7P RED 128 RGW BBTI CST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,BBTI,UNTESTED
APL IP7P RED 128 RGW BBTI DST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,BBTI,UNTESTED
APL IP7P RED 128 RGW BBTI EST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,BBTI,UNTESTED
APL IP7P RED 128G A1661 AST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 128G A1661 B2STK,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 128G A1661 BST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 128G A1661 CST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 128G A1661 CSTKRC,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,REVIEW
APL IP7P RED 128G A1661 DST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 128G A1661 EST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 128G A1784 AST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 128G A1784 B2STK,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 128G A1784 BST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 128G A1784 BSTKRC,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,REVIEW
APL IP7P RED 128G A1784 CST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 128G A1784 CSTKRC,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,REVIEW
APL IP7P RED 128G A1784 DST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 128G A1784 EST,7P128G,RED   ,128GB     ,RED   ,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 256 BLM BBTI EST,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,BBTI,UNTESTED
APL IP7P RED 256 OTH BBTI CST,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,BBTI,UNTESTED
APL IP7P RED 256 RGW BBTI CST,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,BBTI,UNTESTED
APL IP7P RED 256G A1661 AST,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 256G A1661 B2STK,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 256G A1661 BST,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 256G A1661 CST,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 256G A1661 CSTKRC,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,APPLE BBTI,REVIEW
APL IP7P RED 256G A1661 DST,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 256G A1661 EST,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 256G A1784 AST,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 256G A1784 B2STK,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 256G A1784 BST,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 256G A1784 CST,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 256G A1784 CSTKRC,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,APPLE BBTI,REVIEW
APL IP7P RED 256G A1784 DST,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 256G A1784 EST,7P256G,RED   ,256GB     ,RED   ,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RED 32G A1784 EST,7P32GB,RED   ,32GB      ,RED   ,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 128G A1661 AST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 128G A1661 B2STK,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 128G A1661 BST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 128G A1661 CST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 128G A1661 DST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 128G A1661 EST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 128G A1784 AST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 128G A1784 B2STK,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 128G A1784 BST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 128G A1784 CST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 128G A1784 DST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 128G A1784 EST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 256G A1661 AST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 256G A1661 B2STK,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 256G A1661 BST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 256G A1661 CST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 256G A1661 DST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 256G A1661 EST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 256G A1784 AST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 256G A1784 B2STK,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 256G A1784 BST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 256G A1784 CST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 256G A1784 DST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 256G A1784 EST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G A1661 AST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G A1661 B2STK,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G A1661 BST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G A1661 BSTKRC,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7P RGLD 32G A1661 CST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G A1661 CSTKRC,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7P RGLD 32G A1661 DST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G A1661 EST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G A1784 AST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G A1784 B2STK,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G A1784 BER,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7P RGLD 32G A1784 BST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G A1784 BSTKRC,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7P RGLD 32G A1784 CST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G A1784 CSTKRC,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,REVIEW
APL IP7P RGLD 32G A1784 DST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G A1784 EST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G LOCKED AST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G LOCKED B2S,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G LOCKED BST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G LOCKED CST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G LOCKED DST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RGLD 32G LOCKED EST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,APPLE BBTI,UNTESTED
APL IP7P RSGLD 32 BLM BBTI AST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 BLM BBTI B2S,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 BLM BBTI BST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 BLM BBTI CST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 BLM BBTI DST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 BLM BBTI EST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 OTH BBTI AST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 OTH BBTI B2S,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 OTH BBTI BST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 OTH BBTI CST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 OTH BBTI DST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 OTH BBTI EST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 RGW BBTI B2S,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 RGW BBTI BST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 RGW BBTI CST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 RGW BBTI DST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 RGW BBTI EST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD 32 TEL BBTI DST,7P32GB,ROSGLD,32GB      ,ROSGLD,32GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD128 BLM BBTI B2S,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD128 BLM BBTI BST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD128 BLM BBTI CST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD128 BLM BBTI DST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD128 OTH BBTI B2S,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD128 OTH BBTI BST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD128 OTH BBTI CST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD128 OTH BBTI DST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD128 OTH BBTI LCK,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,BBTI,REVIEW
APL IP7P RSGLD128 RGW BBTI B2S,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD128 RGW BBTI BST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD128 RGW BBTI CST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD128 RGW BBTI DST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD128 RGW BBTI EST,7P128G,ROSGLD,128GB     ,ROSGLD,128GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD256 BLM BBTI CST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD256 OTH BBTI CST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD256 RGW BBTI BST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD256 RGW BBTI CST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD256 RGW BBTI DST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,BBTI,UNTESTED
APL IP7P RSGLD256 RGW BBTI EST,7P256G,ROSGLD,256GB     ,ROSGLD,256GB,APPLE,BBTI,UNTESTED
APL IP7P SLV 128 BLM BBTI CST,7P128G,SILVER,128GB     ,SILVER,128GB,APPLE,BBTI,UNTESTED
APL IP7P SLV 128 BLM BBTI DST,7P128G,SILVER,128GB     ,SILVER,128GB,APPLE,BBTI,UNTESTED
APL IP7P SLV 128 BLM BBTI EST,7P128G,SILVER,128GB     ,SILVER,128GB,APPLE,BBTI,UNTESTED
APL IP7P SLV 128 OTH BBTI CST,7P128G,SILVER,128GB     ,SILVER,128GB,APPLE,BBTI,UNTESTED
APL IP7P SLV 128 OTH BBTI DST,7P128G,SILVER,128GB     ,SILVER,128GB,APPLE,BBTI,UNTESTED
APL IP7P SLV 128 OTH BBTI EST,7P128G,SILVER,128GB     ,SILVER,128GB,APPLE,BBTI,UNTESTED
